TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,"English, IOC",SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,REPORT_AS
297,species,blkswa,Black Swan,Black Swan,Cygnus atratus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
298,species,blnswa2,Black-necked Swan,Black-necked Swan,Cygnus melancoryphus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
299,species,truswa,Trumpeter Swan,Trumpeter Swan,Cygnus buccinator,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
300,hybrid,x00832,Mute x Trumpeter Swan (hybrid),Mute x Trumpeter Swan (hybrid),Cygnus olor x buccinator,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
302,species,tunswa,Tundra Swan,Tundra Swan,Cygnus columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
303,issf,tunswa1,Tundra Swan (Whistling),Tundra Swan (Whistling),Cygnus columbianus columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,tunswa
304,issf,bewswa1,Tundra Swan (Bewick's),Tundra Swan (Bewick's),Cygnus columbianus bewickii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,tunswa
304.3,intergrade,tunswa2,Tundra Swan (Whistling x Bewick's),Tundra Swan (Whistling x Bewick's),Cygnus columbianus columbianus x bewickii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,tunswa
304.5,hybrid,x00418,Trumpeter x Tundra Swan (hybrid),Trumpeter x Tundra Swan (hybrid),Cygnus buccinator x columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
305,slash,y00471,Trumpeter/Tundra Swan,Trumpeter/Tundra Swan,Cygnus buccinator/columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
306,species,whoswa,Whooper Swan,Whooper Swan,Cygnus cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
306.5,hybrid,x00419,Trumpeter x Whooper Swan (hybrid),Trumpeter x Whooper Swan (hybrid),Cygnus buccinator x cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
306.7,slash,y00708,Tundra/Whooper Swan,Tundra/Whooper Swan,Cygnus columbianus/cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
307,spuh,swan1,swan sp.,swan sp.,Cygnus sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
308,species,cosswa1,Coscoroba Swan,Coscoroba Swan,Coscoroba coscoroba,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
309,species,comduc1,Comb Duck,Comb/Knob-billed Duck,Sarkidiornis melanotos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
310,issf,comduc2,Comb Duck (Old World),Knob-billed Duck,Sarkidiornis melanotos melanotos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,comduc1
311,issf,comduc3,Comb Duck (South American),Comb Duck,Sarkidiornis melanotos sylvicola,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,comduc1
312,species,harduc1,Hartlaub's Duck,Hartlaub's Duck,Pteronetta hartlaubii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
312.5,species,origoo1,Orinoco Goose,Orinoco Goose,Oressochen jubatus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
313,species,andgoo1,Andean Goose,Andean Goose,Oressochen melanopterus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
314,species,uplgoo1,Upland Goose,Upland Goose,Chloephaga picta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
317,form,uplgoo2,Upland Goose (White-breasted),Upland Goose (White-breasted),Chloephaga picta (White-breasted),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,uplgoo1
318,form,uplgoo3,Upland Goose (Bar-breasted),Upland Goose (Bar-breasted),Chloephaga picta (Bar-breasted),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,uplgoo1
319,species,kelgoo1,Kelp Goose,Kelp Goose,Chloephaga hybrida,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
322,species,ashgoo1,Ashy-headed Goose,Ashy-headed Goose,Chloephaga poliocephala,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
323,species,ruhgoo1,Ruddy-headed Goose,Ruddy-headed Goose,Chloephaga rubidiceps,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
324.5,spuh,chloep1,Chloephaga sp.,Chloephaga sp.,Chloephaga sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
325,species,egygoo,Egyptian Goose,Egyptian Goose,Alopochen aegyptiaca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
326,species,rudshe,Ruddy Shelduck,Ruddy Shelduck,Tadorna ferruginea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
327,species,soashe1,South African Shelduck,South African Shelduck,Tadorna cana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
328,species,ausshe1,Australian Shelduck,Australian Shelduck,Tadorna tadornoides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
329,species,parshe1,Paradise Shelduck,Paradise Shelduck,Tadorna variegata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
330,species,comshe,Common Shelduck,Common Shelduck,Tadorna tadorna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
331,species,radshe1,Radjah Shelduck,Raja Shelduck,Tadorna radjah,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
334,species,creshe1,Crested Shelduck,Crested Shelduck,Tadorna cristata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
335,species,spwgoo1,Spur-winged Goose,Spur-winged Goose,Plectropterus gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
336,issf,spwgoo2,Spur-winged Goose (Northern),Spur-winged Goose (Northern),Plectropterus gambensis gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spwgoo1
337,issf,spwgoo3,Spur-winged Goose (Southern),Spur-winged Goose (Southern),Plectropterus gambensis niger,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spwgoo1
338,species,flystd1,Flying Steamer-Duck,Flying Steamer Duck,Tachyeres patachonicus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
339,species,flistd1,Flightless Steamer-Duck,Fuegian Steamer Duck,Tachyeres pteneres,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
340,species,falstd1,Falkland Steamer-Duck,Falkland Steamer Duck,Tachyeres brachypterus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
341,species,whhstd1,White-headed Steamer-Duck,Chubut Steamer Duck,Tachyeres leucocephalus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
342,spuh,steame1,steamer-duck sp.,steamer-duck sp.,Tachyeres sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
343,species,creduc1,Crested Duck,Crested Duck,Lophonetta specularioides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
346,species,speduc2,Spectacled Duck,Bronze-winged Duck,Speculanas specularis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
347,species,musduc,Muscovy Duck,Muscovy Duck,Cairina moschata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
347.5,domestic,musduc3,Muscovy Duck (Established Feral),Muscovy Duck (Established Feral),Cairina moschata (Established Feral),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,musduc
348,domestic,musduc2,Muscovy Duck (Domestic type),Muscovy Duck (Domestic type),Cairina moschata (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
351,species,grnpyg1,Green Pygmy-Goose,Green Pygmy Goose,Nettapus pulchellus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
352,species,copgoo1,Cotton Pygmy-Goose,Cotton Pygmy Goose,Nettapus coromandelianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
355,species,afrpyg1,African Pygmy-Goose,African Pygmy Goose,Nettapus auritus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
356,species,rintea1,Ringed Teal,Ringed Teal,Callonetta leucophrys,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
357,species,wooduc,Wood Duck,Wood Duck,Aix sponsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
360,species,manduc,Mandarin Duck,Mandarin Duck,Aix galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
360.5,hybrid,x00833,Wood x Mandarin Duck (hybrid),Wood x Mandarin Duck (hybrid),Aix sponsa x galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
361,species,manduc1,Maned Duck,Maned Duck,Chenonetta jubata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
362,species,bratea1,Brazilian Teal,Brazilian Teal,Amazonetta brasiliensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
365,species,bluduc1,Blue Duck,Blue Duck,Hymenolaimus malacorhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
366,species,torduc1,Torrent Duck,Torrent Duck,Merganetta armata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373,species,saltea1,Salvadori's Teal,Salvadori's Teal,Salvadorina waigiuensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
374,species,afbduc1,African Black Duck,African Black Duck,Anas sparsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
377,species,gadwal,Gadwall,Gadwall,Anas strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
378,issf,gadwal1,Gadwall (Common),Gadwall (Common),Anas strepera strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gadwal
379,issf,gadwal2,Gadwall (Coues's),Gadwall (Coues's),Anas strepera couesi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gadwal
383,species,falduc,Falcated Duck,Falcated Duck,Anas falcata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
384,species,eurwig,Eurasian Wigeon,Eurasian Wigeon,Anas penelope,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
384.5,hybrid,x00723,Gadwall x Eurasian Wigeon (hybrid),Gadwall x Eurasian Wigeon (hybrid),Anas strepera x penelope,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
386,species,amewig,American Wigeon,American Wigeon,Anas americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
386.3,hybrid,x00724,Gadwall x American Wigeon (hybrid),Gadwall x American Wigeon (hybrid),Anas strepera x americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
386.5,hybrid,x00421,Eurasian x American Wigeon (hybrid),Eurasian x American Wigeon (hybrid),Anas penelope x americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
388.7,slash,y00670,Eurasian/American Wigeon,Eurasian/American Wigeon,Anas penelope/americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
389,species,chiwig1,Chiloe Wigeon,Chiloe Wigeon,Anas sibilatrix,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
390,species,ambduc,American Black Duck,American Black Duck,Anas rubripes,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
392,species,yebduc1,Yellow-billed Duck,Yellow-billed Duck,Anas undulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
395,species,melduc1,Meller's Duck,Meller's Duck,Anas melleri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
396,species,mallar,Mallard,Mallard/Mexican Duck,Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
397,issf,mallar3,Mallard (Northern),Mallard,Anas platyrhynchos platyrhynchos/conboschas,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,mallar
400,issf,mexduc,Mallard (Mexican),Mexican Duck,Anas platyrhynchos diazi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,mallar
401,intergrade,mallar4,Mallard (Mexican intergrade),Mallard x Mexican Duck (hybrid),Anas platyrhynchos platyrhynchos x diazi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,mallar
402,domestic,mallar2,Mallard (Domestic type),Mallard (Domestic type),Anas platyrhynchos (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.1,hybrid,mdxmal1,Muscovy Duck x Mallard (hybrid),Muscovy Duck x Mallard (hybrid),Cairina moschata x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.2,hybrid,x00205,Wood Duck x Mallard (hybrid),Wood Duck x Mallard (hybrid),Aix sponsa x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.4,hybrid,x00420,Gadwall x Mallard (hybrid),Gadwall x Mallard (hybrid),Anas strepera x platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.6,hybrid,x00647,Eurasian Wigeon x Mallard (hybrid),Eurasian Wigeon x Mallard (hybrid),Anas penelope x platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.8,hybrid,x00611,American Wigeon x Mallard (hybrid),American Wigeon x Mallard (hybrid),Anas americana x platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402.9,hybrid,x00004,American Black Duck x Mallard (hybrid),American Black Duck x Mallard (hybrid),Anas rubripes x platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
403,slash,y00600,American Black Duck/Mallard,American Black Duck/Mallard,Anas rubripes/platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
406,hybrid,x00760,Yellow-billed Duck x Mallard (hybrid),Yellow-billed Duck x Mallard (hybrid),Anas undulata x platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
409,species,motduc,Mottled Duck,Mottled Duck,Anas fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
410,issf,motduc1,Mottled Duck (Florida),Mottled Duck (Florida),Anas fulvigula fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,motduc
411,issf,motduc2,Mottled Duck (Gulf Coast),Mottled Duck (Gulf Coast),Anas fulvigula maculosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,motduc
411.3,slash,y00633,American Black/Mottled Duck,American Black/Mottled Duck,Anas rubripes/fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
411.5,hybrid,x00422,Mallard x Mottled Duck (hybrid),Mallard x Mottled Duck (hybrid),Anas platyrhynchos x fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
411.6,slash,y00632,Mallard/Mottled Duck,Mallard/Mottled Duck,Anas platyrhynchos/fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
412,species,hawduc,Hawaiian Duck,Hawaiian Duck,Anas wyvilliana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
412.5,hybrid,x00423,Mallard x Hawaiian Duck (hybrid),Mallard x Hawaiian Duck (hybrid),Anas platyrhynchos x wyvilliana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
413,species,layduc,Laysan Duck,Laysan Duck,Anas laysanensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
414,species,isbduc1,Indian Spot-billed Duck,Indian Spot-billed Duck,Anas poecilorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
416.5,hybrid,x00834,Mallard x Indian Spot-billed Duck (hybrid),Mallard x Indian Spot-billed Duck (hybrid),Anas platyrhynchos x poecilorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
417,species,spbduc,Eastern Spot-billed Duck,Eastern Spot-billed Duck,Anas zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
417.3,hybrid,x00835,Mallard x Eastern Spot-billed Duck (hybrid),Mallard x Eastern Spot-billed Duck (hybrid),Anas platyrhynchos x zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
417.5,slash,y00830,Indian/Eastern Spot-billed Duck,Indian/Eastern Spot-billed Duck,Anas poecilorhyncha/zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
418,species,pabduc1,Pacific Black Duck,Pacific Black Duck,Anas superciliosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
421.5,hybrid,x00458,Mallard x Pacific Black Duck (hybrid),Mallard x Pacific Black Duck (hybrid),Anas platyrhynchos x superciliosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
422,species,phiduc1,Philippine Duck,Philippine Duck,Anas luzonica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
423,species,buwtea,Blue-winged Teal,Blue-winged Teal,Anas discors,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
426,species,cintea,Cinnamon Teal,Cinnamon Teal,Anas cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
432,hybrid,bwxtea1,Blue-winged x Cinnamon Teal (hybrid),Blue-winged x Cinnamon Teal (hybrid),Anas discors x cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
433,slash,y00314,Blue-winged/Cinnamon Teal,Blue-winged/Cinnamon Teal,Anas discors/cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
434,species,redsho1,Red Shoveler,Red Shoveler,Anas platalea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
435,species,capsho1,Cape Shoveler,Cape Shoveler,Anas smithii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
436,species,aussho1,Australian Shoveler,Australasian Shoveler,Anas rhynchotis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
439,species,norsho,Northern Shoveler,Northern Shoveler,Anas clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
439.2,hybrid,x00457,Gadwall x Northern Shoveler (hybrid),Gadwall x Northern Shoveler (hybrid),Anas strepera x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
439.3,hybrid,x00777,American Wigeon x Northern Shoveler (hybrid),American Wigeon x Northern Shoveler (hybrid),Anas americana x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
439.4,hybrid,x00612,Mallard x Northern Shoveler (hybrid),Mallard x Northern Shoveler (hybrid),Anas platyrhynchos x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
439.6,hybrid,x00629,Blue-winged Teal x Northern Shoveler (hybrid),Blue-winged Teal x Northern Shoveler (hybrid),Anas discors x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
439.8,hybrid,x00630,Cinnamon Teal x Northern Shoveler (hybrid),Cinnamon Teal x Northern Shoveler (hybrid),Anas cyanoptera x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
440,species,whcpin,White-cheeked Pintail,White-cheeked Pintail,Anas bahamensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
441,issf,whcpin1,White-cheeked Pintail (White-cheeked),White-cheeked Pintail (White-cheeked),Anas bahamensis bahamensis/rubrirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,whcpin
444,issf,whcpin2,White-cheeked Pintail (Galapagos),White-cheeked Pintail (Galapagos),Anas bahamensis galapagensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,whcpin
444.2,hybrid,x00778,Mallard x White-cheeked Pintail (hybrid),Mallard x White-cheeked Pintail (hybrid),Anas platyrhynchos x bahamensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
445,species,rebduc1,Red-billed Duck,Red-billed Teal,Anas erythrorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446,species,norpin,Northern Pintail,Northern Pintail,Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446.3,hybrid,x00610,Gadwall x Northern Pintail (hybrid),Gadwall x Northern Pintail (hybrid),Anas strepera x acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446.5,hybrid,x00761,Eurasian Wigeon x Northern Pintail (hybrid),Eurasian Wigeon x Northern Pintail (hybrid),Anas penelope x acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446.6,hybrid,x00196,American Wigeon x Northern Pintail (hybrid),American Wigeon x Northern Pintail (hybrid),Anas americana x acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446.7,hybrid,x00674,American Black Duck x Northern Pintail (hybrid),American Black Duck x Northern Pintail (hybrid),Anas rubripes x acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446.8,hybrid,x00628,Mallard x Northern Pintail (hybrid),Mallard x Northern Pintail (hybrid),Anas platyrhynchos x acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
447,species,eatpin1,Eaton's Pintail,Eaton's Pintail,Anas eatoni,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
450,species,yebpin1,Yellow-billed Pintail,Yellow-billed Pintail,Anas georgica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
451,issf,yebpin2,Yellow-billed Pintail (South Georgia),Yellow-billed Pintail (South Georgia),Anas georgica georgica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebpin1
452,issf,yebpin3,Yellow-billed Pintail (South American),Yellow-billed Pintail (South American),Anas georgica spinicauda/niceforoi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebpin1
455,species,siltea1,Silver Teal,Silver Teal,Anas versicolor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
458,species,puntea1,Puna Teal,Puna Teal,Anas puna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
459,species,hottea1,Hottentot Teal,Hottentot Teal,Anas hottentota,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
460,species,gargan,Garganey,Garganey,Anas querquedula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
460.5,hybrid,x00836,Northern Shoveler x Garganey (hybrid),Northern Shoveler x Garganey (hybrid),Anas clypeata x querquedula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
461,species,baitea,Baikal Teal,Baikal Teal,Anas formosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
461.5,hybrid,x00837,Northern Pintail x Baikal Teal (hybrid),Northern Pintail x Baikal Teal (hybrid),Anas acuta x formosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
462,species,gnwtea,Green-winged Teal,Eurasian/Green-winged Teal,Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
463,issf,egwtea1,Green-winged Teal (Eurasian),Eurasian Teal,Anas crecca crecca/nimia,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
467,issf,agwtea1,Green-winged Teal (American),Green-winged Teal,Anas crecca carolinensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
467.5,intergrade,gnwtea1,Green-winged Teal (intergrade),Eurasian x Green-winged Teal (hybrid),Anas crecca crecca/nimia x carolinensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
467.55,hybrid,x00762,Gadwall x Green-winged Teal (hybrid),Gadwall x Green-winged Teal (hybrid),Anas strepera x crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
467.6,hybrid,x00646,American Wigeon x Green-winged Teal (hybrid),American Wigeon x Green-winged Teal (hybrid),Anas americana x crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
467.8,hybrid,x00670,Mallard x Green-winged Teal (hybrid),Mallard x Green-winged Teal (hybrid),Anas platyrhynchos x crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
