species_code,taxon_concept_id,scientific_name,common_name,order,family,family_common,category,taxonomic_order,report_as,extinct
moucac1,avibase-4663E94B,Cacicus chrysonotus,Mountain Cacique,Passeriformes,Icteridae,Troupials and Allies,species,33654,,FALSE
moucac2,avibase-D90BA172,Cacicus chrysonotus leucoramphus/peruvianus,Mountain Cacique (Golden-shouldered),Passeriformes,Icteridae,Troupials and Allies,issf,33655,moucac1,
moucac3,avibase-B92BF113,Cacicus chrysonotus chrysonotus,Mountain Cacique (Bolivian),Passeriformes,Icteridae,Troupials and Allies,issf,33658,moucac1,
batoro1,avibase-E3289E7B,Cacicus latirostris,Band-tailed Cacique,Passeriformes,Icteridae,Troupials and Allies,species,33659,,FALSE
rercac1,avibase-020E6199,Cacicus haemorrhous,Red-rumped Cacique,Passeriformes,Icteridae,Troupials and Allies,species,33660,,FALSE
casoro2,avibase-408714DF,Cacicus oseryi,Casqued Cacique,Passeriformes,Icteridae,Troupials and Allies,species,33663,,FALSE
caciqu1,avibase-03EB8501,Cacicus sp.,cacique sp.,Passeriformes,Icteridae,Troupials and Allies,spuh,33664,,
graori1,avibase-4760A99A,Icterus dominicensis,Hispaniolan Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33665,,FALSE
graori2,avibase-A965AA91,Icterus melanopsis,Cuban Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33666,,FALSE
graori3,avibase-C70AA182,Icterus northropi,Bahama Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33667,,FALSE
graori4,avibase-05284D57,Icterus portoricensis,Puerto Rican Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33668,,FALSE
stlori1,avibase-B196BC41,Icterus laudabilis,St. Lucia Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33669,,FALSE
monori1,avibase-80F9BE4B,Icterus oberi,Montserrat Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33670,,FALSE
marori1,avibase-ED0ABA39,Icterus bonana,Martinique Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33671,,FALSE
bkvori,avibase-87CD97E1,Icterus wagleri,Black-vented Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33672,,FALSE
bawori1,avibase-A7BA7359,Icterus maculialatus,Bar-winged Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33675,,FALSE
bkcori,avibase-071A4C74,Icterus prosthemelas,Black-cowled Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33676,,FALSE
orcori,avibase-000482C9,Icterus spurius,Orchard Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33679,,FALSE
orcori2,avibase-E2014696,Icterus spurius spurius,Orchard Oriole (Orchard),Passeriformes,Icteridae,Troupials and Allies,issf,33680,orcori,
orcori3,avibase-5E9777FB,Icterus spurius fuertesi,Orchard Oriole (Fuertes's),Passeriformes,Icteridae,Troupials and Allies,issf,33681,orcori,
hooori,avibase-526A3692,Icterus cucullatus,Hooded Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33682,,FALSE
hooori2,avibase-CF11C860,Icterus cucullatus cucullatus/sennetti,Hooded Oriole (cucullatus/sennetti),Passeriformes,Icteridae,Troupials and Allies,issf,33683,hooori,
hooori1,avibase-124FDB9B,Icterus cucullatus [nelsoni Group],Hooded Oriole (nelsoni Group),Passeriformes,Icteridae,Troupials and Allies,issf,33686,hooori,
hooori3,avibase-6875939E,Icterus cucullatus igneus,Hooded Oriole (igneus),Passeriformes,Icteridae,Troupials and Allies,issf,33690,hooori,
x00478,avibase-29511A6B,Icteria virens x Icterus cucullatus,Yellow-breasted Chat x Hooded Oriole (hybrid),Passeriformes,,,hybrid,33691,,
x01167,avibase-258797B9,Icterus spurius x cucullatus,Orchard x Hooded Oriole (hybrid),Passeriformes,Icteridae,Troupials and Allies,hybrid,33692,,
y00488,avibase-693BD192,Icterus spurius/cucullatus,Orchard/Hooded Oriole,Passeriformes,Icteridae,Troupials and Allies,slash,33693,,
yebori1,avibase-379A7116,Icterus chrysater,Yellow-backed Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33694,,FALSE
orcori1,avibase-A27737B7,Icterus auricapillus,Orange-crowned Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33698,,FALSE
wheori1,avibase-E7F4C5C9,Icterus graceannae,White-edged Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33699,,FALSE
yetori1,avibase-2E74AF7D,Icterus mesomelas,Yellow-tailed Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33700,,FALSE
y00927,avibase-5B5958F8,Icterus graceannae/mesomelas,White-edged/Yellow-tailed Oriole,Passeriformes,Icteridae,Troupials and Allies,slash,33705,,
epaori1,avibase-1A71A997,Icterus cayanensis,Epaulet Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33706,,FALSE
epaori2,avibase-B9C44010,Icterus cayanensis chrysocephalus,Epaulet Oriole (Moriche),Passeriformes,Icteridae,Troupials and Allies,issf,33707,epaori1,
epaori3,avibase-D2DACB94,Icterus cayanensis cayanensis,Epaulet Oriole (Epaulet),Passeriformes,Icteridae,Troupials and Allies,issf,33708,epaori1,
epaori4,avibase-C9B58AFF,Icterus pyrrhopterus,Variable Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33709,,FALSE
varori2,avibase-F7763144,Icterus pyrrhopterus tibialis,Variable Oriole (Yellow-shouldered),Passeriformes,Icteridae,Troupials and Allies,issf,33710,epaori4,
varori1,avibase-8A25D286,Icterus pyrrhopterus [pyrrhopterus Group],Variable Oriole (Chestnut-shouldered),Passeriformes,Icteridae,Troupials and Allies,issf,33711,epaori4,
ventro1,avibase-B7C6DEB5,Icterus icterus,Venezuelan Troupial,Passeriformes,Icteridae,Troupials and Allies,species,33715,,FALSE
camtro1,avibase-24D0C888,Icterus jamacaii,Campo Troupial,Passeriformes,Icteridae,Troupials and Allies,species,33719,,FALSE
orbtro3,avibase-4B32828D,Icterus croconotus,Orange-backed Troupial,Passeriformes,Icteridae,Troupials and Allies,species,33720,,FALSE
troupi1,avibase-62899B36,Icterus icterus/croconotus/jamacaii,troupial sp.,Passeriformes,Icteridae,Troupials and Allies,spuh,33723,,
stbori,avibase-DA089C8E,Icterus pustulatus,Streak-backed Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33724,,FALSE
stbori1,avibase-6F0C035F,Icterus pustulatus [pustulatus Group],Streak-backed Oriole (West Mexican),Passeriformes,Icteridae,Troupials and Allies,issf,33725,stbori,
stbori3,avibase-775448FA,Icterus pustulatus [sclateri Group],Streak-backed Oriole (Streak-backed),Passeriformes,Icteridae,Troupials and Allies,issf,33729,stbori,
stbori2,avibase-6BE79619,Icterus pustulatus graysonii,Streak-backed Oriole (Tres Marias Is.),Passeriformes,Icteridae,Troupials and Allies,issf,33734,stbori,
x00490,avibase-65A8D76E,Icterus wagleri x pustulatus,Black-vented x Streak-backed Oriole (hybrid),Passeriformes,Icteridae,Troupials and Allies,hybrid,33735,,
bulori,avibase-7E65A952,Icterus bullockii,Bullock's Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33736,,FALSE
x01215,avibase-0797BB1F,Icterus cucullatus x bullockii,Hooded x Bullock's Oriole (hybrid),Passeriformes,Icteridae,Troupials and Allies,hybrid,33739,,
oraori1,avibase-CC30267C,Icterus auratus,Orange Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33740,,FALSE
jamori1,avibase-4690E0C3,Icterus leucopteryx,Jamaican Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33741,,FALSE
yelori1,avibase-F20EFF95,Icterus nigrogularis,Yellow Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33745,,FALSE
spbori,avibase-D8B8C2B9,Icterus pectoralis,Spot-breasted Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33750,,FALSE
altori,avibase-1F87083D,Icterus gularis,Altamira Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33755,,FALSE
audori,avibase-13B1B968,Icterus graduacauda,Audubon's Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33762,,FALSE
audori1,avibase-D75CCCC1,Icterus graduacauda graduacauda/audubonii,Audubon's Oriole (Audubon's),Passeriformes,Icteridae,Troupials and Allies,issf,33763,audori,
audori2,avibase-FDFB1375,Icterus graduacauda dickeyae/nayaritensis,Audubon's Oriole (Dickey's),Passeriformes,Icteridae,Troupials and Allies,issf,33766,audori,
x00449,avibase-1A6B438E,Icterus gularis x graduacauda,Altamira x Audubon's Oriole (hybrid),Passeriformes,Icteridae,Troupials and Allies,hybrid,33769,,
balori,avibase-5110842F,Icterus galbula,Baltimore Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33770,,FALSE
x00013,avibase-E4AC2A2E,Icterus bullockii x galbula,Bullock's x Baltimore Oriole (hybrid),Passeriformes,Icteridae,Troupials and Allies,hybrid,33771,,
y00022,avibase-669BEE87,Icterus bullockii/galbula,Bullock's/Baltimore Oriole,Passeriformes,Icteridae,Troupials and Allies,slash,33772,,
blbori1,avibase-6055C1FB,Icterus abeillei,Black-backed Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33773,,FALSE
x00903,avibase-361865A9,Icterus bullockii x abeillei,Bullock's x Black-backed Oriole (hybrid),Passeriformes,Icteridae,Troupials and Allies,hybrid,33774,,
y00630,avibase-8E58F98D,Icterus bullockii/abeillei,Bullock's/Black-backed Oriole,Passeriformes,Icteridae,Troupials and Allies,slash,33775,,
scoori,avibase-9EE6D524,Icterus parisorum,Scott's Oriole,Passeriformes,Icteridae,Troupials and Allies,species,33776,,FALSE
oriole,avibase-DA4F8035,Icterus sp.,new world oriole sp.,Passeriformes,Icteridae,Troupials and Allies,spuh,33777,,
jambla1,avibase-F8918F08,Nesopsar nigerrimus,Jamaican Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33778,,FALSE
rewbla,avibase-C86D078E,Agelaius phoeniceus,Red-winged Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33779,,FALSE
rewbla1,avibase-5863DD7C,Agelaius phoeniceus [phoeniceus Group],Red-winged Blackbird (Red-winged),Passeriformes,Icteridae,Troupials and Allies,issf,33780,rewbla,
rewbla2,avibase-BD721A8D,Agelaius phoeniceus californicus/mailliardorum,Red-winged Blackbird (California Bicolored),Passeriformes,Icteridae,Troupials and Allies,issf,33802,rewbla,
rewbla3,avibase-EDCE9B4E,Agelaius phoeniceus gubernator,Red-winged Blackbird (Mexican Bicolored),Passeriformes,Icteridae,Troupials and Allies,issf,33805,rewbla,
resbla1,avibase-06132304,Agelaius assimilis,Red-shouldered Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33806,,FALSE
tribla,avibase-80285D5C,Agelaius tricolor,Tricolored Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33807,,FALSE
y00651,avibase-CC7CAC82,Agelaius phoeniceus/tricolor,Red-winged/Tricolored Blackbird,Passeriformes,Icteridae,Troupials and Allies,slash,33808,,
tasbla,avibase-0A232F2A,Agelaius humeralis,Tawny-shouldered Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33809,,FALSE
y00926,avibase-453ECA9B,Agelaius assimilis/humeralis,Red-shouldered/Tawny-shouldered Blackbird,Passeriformes,Icteridae,Troupials and Allies,slash,33812,,
yesbla1,avibase-A349723D,Agelaius xanthomus,Yellow-shouldered Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33813,,FALSE
scrcow1,avibase-524DF588,Molothrus rufoaxillaris,Screaming Cowbird,Passeriformes,Icteridae,Troupials and Allies,species,33816,,FALSE
shicow,avibase-AA779804,Molothrus bonariensis,Shiny Cowbird,Passeriformes,Icteridae,Troupials and Allies,species,33817,,FALSE
y00828,avibase-FF9B3F95,Molothrus rufoaxillaris/bonariensis,Screaming/Shiny Cowbird,Passeriformes,Icteridae,Troupials and Allies,slash,33825,,
brocow,avibase-D8310D39,Molothrus aeneus,Bronzed Cowbird,Passeriformes,Icteridae,Troupials and Allies,species,33826,,FALSE
brocow1,avibase-EAEEA093,Molothrus aeneus [aeneus Group],Bronzed Cowbird (Bronzed),Passeriformes,Icteridae,Troupials and Allies,issf,33827,brocow,
brocow2,avibase-C21B323A,Molothrus aeneus armenti,Bronzed Cowbird (Bronze-brown),Passeriformes,Icteridae,Troupials and Allies,issf,33831,brocow,
y01117,avibase-ACA4557D,Molothrus bonariensis/aeneus,Shiny/Bronzed Cowbird,Passeriformes,Icteridae,Troupials and Allies,slash,33832,,
bnhcow,avibase-1E1AB415,Molothrus ater,Brown-headed Cowbird,Passeriformes,Icteridae,Troupials and Allies,species,33833,,FALSE
y00336,avibase-47630094,Molothrus bonariensis/ater,Shiny/Brown-headed Cowbird,Passeriformes,Icteridae,Troupials and Allies,slash,33838,,
y00337,avibase-345975FA,Molothrus aeneus/ater,Bronzed/Brown-headed Cowbird,Passeriformes,Icteridae,Troupials and Allies,slash,33839,,
giacow,avibase-91375A56,Molothrus oryzivorus,Giant Cowbird,Passeriformes,Icteridae,Troupials and Allies,species,33840,,FALSE
melbla1,avibase-19784EAF,Dives dives,Melodious Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33843,,FALSE
scrbla1,avibase-6C3773C7,Dives warczewiczi,Scrub Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33844,,FALSE
cubbla,avibase-5716ACB7,Ptiloxena atroviolacea,Cuban Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33847,,FALSE
rusbla,avibase-5F77FED5,Euphagus carolinus,Rusty Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33848,,FALSE
brebla,avibase-EA5E858A,Euphagus cyanocephalus,Brewer's Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33851,,FALSE
y00227,avibase-5114F449,Euphagus carolinus/cyanocephalus,Rusty/Brewer's Blackbird,Passeriformes,Icteridae,Troupials and Allies,slash,33852,,
comgra,avibase-8BBB3255,Quiscalus quiscula,Common Grackle,Passeriformes,Icteridae,Troupials and Allies,species,33853,,FALSE
comgra1,avibase-CA2D9A6C,Quiscalus quiscula quiscula/stonei,Common Grackle (Florida/Purple),Passeriformes,Icteridae,Troupials and Allies,form,33854,comgra,
comgra3,avibase-37918B18,Quiscalus quiscula stonei,Common Grackle (Purple),Passeriformes,Icteridae,Troupials and Allies,issf,33855,comgra,
comgra4,avibase-4D0E82D0,Quiscalus quiscula quiscula,Common Grackle (Florida),Passeriformes,Icteridae,Troupials and Allies,issf,33856,comgra,
comgra2,avibase-41FC2452,Quiscalus quiscula versicolor,Common Grackle (Bronzed),Passeriformes,Icteridae,Troupials and Allies,issf,33857,comgra,
botgra,avibase-EF47E15D,Quiscalus major,Boat-tailed Grackle,Passeriformes,Icteridae,Troupials and Allies,species,33858,,FALSE
botgra1,avibase-446E9750,Quiscalus major major,Boat-tailed Grackle (major),Passeriformes,Icteridae,Troupials and Allies,issf,33859,botgra,
botgra2,avibase-193FF94A,Quiscalus major torreyi/alabamensis,Boat-tailed Grackle (torreyi/alabamensis),Passeriformes,Icteridae,Troupials and Allies,issf,33860,botgra,
botgra3,avibase-0A296E4E,Quiscalus major westoni,Boat-tailed Grackle (westoni),Passeriformes,Icteridae,Troupials and Allies,issf,33863,botgra,
grtgra,avibase-5CBA3391,Quiscalus mexicanus,Great-tailed Grackle,Passeriformes,Icteridae,Troupials and Allies,species,33864,,FALSE
grtgra1,avibase-8C2A0AC8,Quiscalus mexicanus [graysoni Group],Great-tailed Grackle (Western),Passeriformes,Icteridae,Troupials and Allies,issf,33865,grtgra,
grtgra2,avibase-4F0A0884,Quiscalus mexicanus [mexicanus Group],Great-tailed Grackle (Great-tailed),Passeriformes,Icteridae,Troupials and Allies,issf,33869,grtgra,
x00753,avibase-0B3D6592,Euphagus cyanocephalus x Quiscalus mexicanus,Brewer's Blackbird x Great-tailed Grackle (hybrid),Passeriformes,Icteridae,Troupials and Allies,hybrid,33875,,
x00479,avibase-508A4304,Quiscalus quiscula x mexicanus,Common x Great-tailed Grackle (hybrid),Passeriformes,Icteridae,Troupials and Allies,hybrid,33876,,
x00977,avibase-4A51B7C8,Quiscalus major x mexicanus,Boat-tailed x Great-tailed Grackle (hybrid),Passeriformes,Icteridae,Troupials and Allies,hybrid,33877,,
y00629,avibase-C7E3FFDA,Quiscalus major/mexicanus,Boat-tailed/Great-tailed Grackle,Passeriformes,Icteridae,Troupials and Allies,slash,33878,,
slbgra1,avibase-C19704C9,Quiscalus palustris,Slender-billed Grackle,Passeriformes,Icteridae,Troupials and Allies,species,33879,,TRUE
nicgra1,avibase-D1DD7CD0,Quiscalus nicaraguensis,Nicaraguan Grackle,Passeriformes,Icteridae,Troupials and Allies,species,33880,,FALSE
gragra1,avibase-E941AD9F,Quiscalus niger,Greater Antillean Grackle,Passeriformes,Icteridae,Troupials and Allies,species,33881,,FALSE
cargra1,avibase-159FB51C,Quiscalus lugubris,Carib Grackle,Passeriformes,Icteridae,Troupials and Allies,species,33889,,FALSE
cargra11,avibase-1338C493,Quiscalus lugubris [lugubris Group],Carib Grackle (Carib),Passeriformes,Icteridae,Troupials and Allies,issf,33890,cargra1,
cargra7,avibase-B403967B,Quiscalus lugubris fortirostris,Carib Grackle (Barbados),Passeriformes,Icteridae,Troupials and Allies,issf,33898,cargra1,
grackl,avibase-9BEE9467,Quiscalus sp.,grackle sp.,Passeriformes,Icteridae,Troupials and Allies,spuh,33899,,
rebgra1,avibase-65FE3697,Hypopyrrhus pyrohypogaster,Red-bellied Grackle,Passeriformes,Icteridae,Troupials and Allies,species,33900,,FALSE
vefgra1,avibase-1D065546,Lampropsar tanagrinus,Velvet-fronted Grackle,Passeriformes,Icteridae,Troupials and Allies,species,33901,,FALSE
oribla1,avibase-2F92B333,Gymnomystax mexicanus,Oriole Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33907,,FALSE
mougra1,avibase-7290E17C,Macroagelaius subalaris,Mountain Grackle,Passeriformes,Icteridae,Troupials and Allies,species,33908,,FALSE
gotgra1,avibase-4778FAB7,Macroagelaius imthurni,Golden-tufted Grackle,Passeriformes,Icteridae,Troupials and Allies,species,33909,,FALSE
ausbla1,avibase-12D5E6AE,Curaeus curaeus,Austral Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33910,,FALSE
schbla1,avibase-50F297CC,Amblyramphus holosericeus,Scarlet-headed Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33914,,FALSE
forbla1,avibase-41E8146F,Anumara forbesi,Forbes's Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33915,,FALSE
chobla1,avibase-40A8B734,Gnorimopsar chopi,Chopi Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33916,,FALSE
bolbla1,avibase-DA3AD600,Oreopsar bolivianus,Bolivian Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33919,,FALSE
bawcow4,avibase-F888C888,Agelaioides badius,Grayish Baywing,Passeriformes,Icteridae,Troupials and Allies,species,33920,,FALSE
bawcow3,avibase-C907BF92,Agelaioides fringillarius,Pale Baywing,Passeriformes,Icteridae,Troupials and Allies,species,33923,,FALSE
bawcow2,avibase-49AA9D18,Agelaioides badius/fringillarius,Grayish/Pale Baywing,Passeriformes,Icteridae,Troupials and Allies,slash,33924,,
paebla2,avibase-9A0C6612,Agelasticus xanthophthalmus,Pale-eyed Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33925,,FALSE
unibla2,avibase-B5792FEE,Agelasticus cyanopus,Unicolored Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33926,,FALSE
unibla1,avibase-793E013C,Agelasticus cyanopus atroolivaceus/unicolor,Unicolored Blackbird (Azara's),Passeriformes,Icteridae,Troupials and Allies,issf,33927,unibla2,
unibla3,avibase-A6475160,Agelasticus cyanopus cyanopus,Unicolored Blackbird (Yellow-breasted),Passeriformes,Icteridae,Troupials and Allies,issf,33930,unibla2,
yewbla2,avibase-11755EFA,Agelasticus thilius,Yellow-winged Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33931,,FALSE
chcbla2,avibase-7D94C902,Chrysomus ruficapillus,Chestnut-capped Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33935,,FALSE
yehbla2,avibase-42826912,Chrysomus icterocephalus,Yellow-hooded Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33938,,FALSE
sacbla2,avibase-A6365418,Xanthopsar flavus,Saffron-cowled Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33941,,FALSE
yermar1,avibase-45D8B6C5,Pseudoleistes guirahuro,Yellow-rumped Marshbird,Passeriformes,Icteridae,Troupials and Allies,species,33942,,FALSE
baymar1,avibase-947E1C04,Pseudoleistes virescens,Brown-and-yellow Marshbird,Passeriformes,Icteridae,Troupials and Allies,species,33943,,FALSE
blackb,avibase-D572AE1C,Icteridae sp.,blackbird sp.,Passeriformes,Icteridae,Troupials and Allies,spuh,33944,,
